"","rating_count","price","stars","ratingta","ratingta_count","scarce_room","hotel_id","offer","distance","distance_alter","rating","log_price","neighbourhood_f","offer_cat_f","accommodation_type_f","ratingta_flag","ratingta_count_flag","rating_count_flag","rating_flag","gbm_prediction","gbm_prediction_res","bestdeals"
"153",65,64,4,4,251,1,22085,1,1.1,3.3,3.5,4.15888308335967,"Josefstadt","15-50% offer","Other",0,0,0,0,4.3608823591705,-0.201999275810825,FALSE
"154",91,81,3.5,3.5,260,0,22086,1,1,3.3,3.7,4.39444915467244,"Josefstadt","15-50% offer","Other",0,0,0,0,4.40693577769382,-0.0124866230213776,FALSE
"155",1,162,3,0,0,1,22087,1,1.6,4,4,5.08759633523238,"Josefstadt","15-50% offer","Apartment",0,0,0,0,5.06865591240088,0.0189404228315047,FALSE
"156",765,115,4,4.5,2150,0,22088,1,0.9,3.5,4.5,4.74493212836325,"Josefstadt","15-50% offer","Hotel",0,0,0,0,4.86326286347138,-0.118330735108129,FALSE
"157",80,101,4,4.5,90,1,22089,1,1.2,3.8,4.4,4.61512051684126,"Josefstadt","15-50% offer","Apartment",0,0,0,0,4.39048116678327,0.22463935005799,FALSE
"158",43,68,3,3.5,182,1,22090,1,0.9,3.2,3.7,4.21950770517611,"Josefstadt","15-50% offer","Hotel",0,0,0,0,4.29798985618211,-0.0784821510060079,FALSE
"159",78,354,5,4.5,1504,0,22092,1,0.4,3.2,4.5,5.86929691313377,"Kaerntner Strasse","1-15% offer","Hotel",0,0,0,0,5.81869816886217,0.0505987442715998,FALSE
"160",184,153,4,4,700,1,22093,1,0.2,3,4.1,5.03043792139244,"Kaerntner Strasse","15-50% offer","Hotel",0,0,0,0,4.82940166572867,0.201036255663769,FALSE
"161",276,202,5,4,615,1,22094,1,0.2,3,4.3,5.30826769740121,"Kaerntner Strasse","15-50% offer","Hotel",0,0,0,0,4.98757550447677,0.320692192924437,FALSE
"162",313,169,4,4,760,1,22095,1,0.3,3.1,4.1,5.12989871492307,"Kaerntner Strasse","1-15% offer","Hotel",0,0,0,0,4.96325653416005,0.166642180763027,FALSE
"163",323,182,4,4.5,327,0,22097,1,0.5,3.3,4.5,5.2040066870768,"Kaerntner Strasse","1-15% offer","Hotel",0,0,0,0,5.25357153855836,-0.0495648514815672,FALSE
"164",0,193,3,0,0,1,22098,0,0.1,2.9,0,5.26269018890489,"Kaerntner Strasse","0% no offer","Apartment",0,0,0,0,5.15885490755684,0.103835281348046,FALSE
"165",90,138,4,4.5,408,1,22099,1,0.2,3,4.1,4.92725368515721,"Kaerntner Strasse","1-15% offer","Other",0,0,0,0,4.99635938331242,-0.0691056981552105,FALSE
"166",140,527,5,5,1748,1,22100,1,0.4,3.1,4.8,6.26720054854136,"Kaerntner Strasse","1-15% offer","Hotel",0,0,0,0,5.49757386641896,0.769626682122403,FALSE
"167",512,142,4,4,837,0,22101,1,0.1,2.8,4.4,4.95582705760126,"Kaerntner Strasse","15-50% offer","Hotel",0,0,0,0,4.94929072505191,0.00653633254935304,FALSE
"168",0,98,3.5,0,0,1,22102,0,0.4,3.1,0,4.58496747867057,"Kaerntner Strasse","0% no offer","Apartment",0,0,0,0,5.31724126233938,-0.732273783668807,TRUE
"169",340,110,4,4.5,2718,0,22104,1,0.6,3.2,4.3,4.70048036579242,"Landstrasse","1-15% offer","Hotel",0,0,0,0,5.25792269153332,-0.557442325740906,FALSE
"170",34,82,3.5,4,25,1,22107,1,1.9,3.2,4.1,4.40671924726425,"Landstrasse","15-50% offer","Apartment",0,0,0,0,4.49124350767475,-0.0845242604105012,FALSE
"171",26,91,3.5,0,0,1,22108,1,0.9,2.4,2.5,4.51085950651685,"Landstrasse","15-50% offer","Apartment",0,0,0,0,4.6451001267444,-0.134240620227551,FALSE
"172",0,150,3.5,0,0,1,22109,0,1.6,3,0,5.01063529409626,"Landstrasse","0% no offer","Apartment",0,0,0,0,5.11032087584606,-0.0996855817498012,FALSE
"173",97,83,3.5,4.5,35,1,22110,1,1.7,3,4.4,4.4188406077966,"Landstrasse","15-50% offer","Apartment",0,0,0,0,4.37605943843419,0.0427811693624109,FALSE
"174",11,95,4.5,0,0,1,22111,1,1.8,3.1,4,4.55387689160054,"Landstrasse","15-50% offer","Apartment",0,0,0,0,4.73150126013458,-0.177624368534044,FALSE
"175",15,131,3,0,0,0,22112,1,1.4,2.8,3.7,4.87519732320115,"Landstrasse","15-50% offer","Apartment",0,0,0,0,4.97743051524577,-0.10223319204462,FALSE
"176",84,162,4,5,610,1,22113,1,1.1,2.8,4.8,5.08759633523238,"Landstrasse","15-50% offer","Other",0,0,0,0,4.40608885864254,0.681507476589841,FALSE
"177",152,177,5,4,2015,0,22114,1,0.5,3,4.3,5.17614973257383,"Landstrasse","50%-75% offer","Hotel",0,0,0,0,5.3859773974673,-0.209827664893466,FALSE
"178",3,122,2,0,0,1,22115,1,1.5,3.6,4,4.80402104473326,"Landstrasse","1-15% offer","Apartment",0,0,0,0,4.86554173075673,-0.0615206860234716,FALSE
"179",25,79,3,0,0,1,22116,0,1.6,3.7,2,4.36944785246702,"Landstrasse","0% no offer","Apartment",0,0,0,0,4.69308970641587,-0.32364185394885,FALSE
"180",181,82,4,4,395,0,22117,1,1.4,3.1,4,4.40671924726425,"Landstrasse","15-50% offer","Hotel",0,0,0,0,4.44919659092397,-0.0424773436597166,FALSE
"181",359,82,4,4,717,1,22118,1,1.7,3.3,4.1,4.40671924726425,"Landstrasse","1-15% offer","Hotel",0,0,0,0,4.578352623039,-0.171633375774745,FALSE
"182",160,66,3,3.5,203,0,22119,1,1.8,3.4,3.9,4.18965474202643,"Landstrasse","15-50% offer","Hotel",0,0,0,0,4.11247490850278,0.0771798335236413,FALSE
"183",303,169,4,4,1208,0,22120,0,0.8,2.7,4.1,5.12989871492307,"Landstrasse","0% no offer","Hotel",0,0,0,0,4.943714239995,0.186184474928075,FALSE
"184",254,59,3,3.5,189,1,22122,0,0.8,2.7,3.7,4.07753744390572,"Landstrasse","0% no offer","Other",0,0,0,0,3.92624157582254,0.151295868083179,FALSE
"185",173,109,4,4,666,0,22123,0,1.5,3.8,4.1,4.69134788222914,"Landstrasse","0% no offer","Hotel",0,0,0,0,4.66884577992703,0.0225021023021181,FALSE
"186",114,104,3,3,72,1,22125,0,0.7,2.6,3.4,4.64439089914137,"Landstrasse","0% no offer","Hotel",0,0,0,0,4.51902736930145,0.12536352983992,FALSE
"187",249,145,3.5,4.5,730,0,22126,1,0.9,2.5,4.3,4.97673374242057,"Landstrasse","15-50% offer","Hotel",0,0,0,0,4.83517689569671,0.141556846723867,FALSE
"188",1,58,3.5,0,0,1,22127,0,1.4,3.6,2,4.06044301054642,"Landstrasse","0% no offer","Apartment",0,0,0,0,4.83538002892189,-0.774937018375466,TRUE
"189",6,107,4,0,0,1,22129,1,1.3,3.4,4.3,4.67282883446191,"Landstrasse","15-50% offer","Other",0,0,0,0,4.83312187855256,-0.160293044090652,FALSE
"190",13,85,3,3.5,183,1,22130,1,0.8,2.1,3.5,4.44265125649032,"Landstrasse","50%-75% offer","Hotel",0,0,0,0,4.47633680951678,-0.0336855530264604,FALSE
"191",18,184,4,4,5,1,22131,1,0.7,2.2,4.5,5.21493575760899,"Landstrasse","1-15% offer","Apartment",0,0,0,0,5.43212692040038,-0.217191162791395,FALSE
"192",497,137,4.5,4,1060,0,22132,1,1,3.3,4.1,4.91998092582813,"Landstrasse","15-50% offer","Hotel",0,0,0,0,4.77423031150075,0.145750614327375,FALSE
"193",503,116,4.5,4.5,1591,0,22134,1,1.1,3.3,4.5,4.75359019110636,"Landstrasse","1-15% offer","Hotel",0,0,0,0,4.85325217289503,-0.0996619817886657,FALSE
"194",70,157,2,3.5,52,0,22135,1,1.1,3.3,3.7,5.05624580534831,"Landstrasse","15-50% offer","Apartment",0,0,0,0,4.7398380997603,0.316407705588008,FALSE
"195",109,110,3,3.5,529,1,22136,0,1.3,3.3,3.7,4.70048036579242,"Landstrasse","0% no offer","Hotel",0,0,0,0,4.47105860790233,0.229421757890084,FALSE
"196",171,134,4,4.5,343,1,22138,1,0.6,3,4.3,4.89783979995091,"Landstrasse","15-50% offer","Hotel",0,0,0,0,5.08544104066057,-0.187601240709664,FALSE
"197",79,79,4,3.5,77,1,22140,0,1.3,3.3,3.7,4.36944785246702,"Landstrasse","0% no offer","Hotel",0,0,0,0,4.3812226472914,-0.0117747948243778,FALSE
"198",13,143,3,0,0,1,22141,0,1.4,3.3,4.5,4.96284463025991,"Landstrasse","0% no offer","Apartment",0,0,0,0,4.94909879705201,0.0137458332078984,FALSE
"199",281,132,4,4,1403,0,22142,1,1,3.2,4.1,4.88280192258637,"Landstrasse","15-50% offer","Hotel",0,0,0,0,4.91397207456465,-0.0311701519782766,FALSE
"200",108,68,4,4,162,1,22143,1,1.3,3.5,4,4.21950770517611,"Landstrasse","50%-75% offer","Apartment",0,0,0,0,4.32599898955844,-0.106491284382336,FALSE
"201",267,128,4,4,1437,0,22144,1,0.6,2.3,4.1,4.85203026391962,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,5.08064033937284,-0.228610075453219,FALSE
"202",183,99,3,4.5,491,0,22145,0,1.5,1.6,4.5,4.59511985013459,"Leopoldstadt","0% no offer","Hotel",0,0,0,0,4.57670664326128,0.0184132068733094,FALSE
"203",5,149,2,0,0,1,22148,1,0.9,1.9,2.2,5.00394630594546,"Leopoldstadt","15-50% offer","Apartment",0,0,0,0,4.87289468423783,0.131051621707626,FALSE
"204",136,86,4,3.5,326,0,22149,1,1.8,1,4,4.45434729625351,"Leopoldstadt","50%-75% offer","Hotel",0,0,0,0,4.46977303038876,-0.0154257341352562,FALSE
"205",11,155,3,4,28,0,22150,0,1.9,1.4,4.1,5.04342511691925,"Leopoldstadt","0% no offer","Apartment",0,0,0,0,4.68572507328073,0.357700043638516,FALSE
"206",242,63,3,3,183,1,22152,1,1,1.9,3.4,4.14313472639153,"Leopoldstadt","1-15% offer","Hotel",0,0,0,0,4.14236850791209,0.000766218479437697,FALSE
"207",81,157,2,3.5,12,0,22153,1,0.6,2.3,3.7,5.05624580534831,"Leopoldstadt","15-50% offer","Apartment",0,0,0,0,4.93329010469914,0.122955700649172,FALSE
"208",16,134,3.5,4.5,70,1,22155,1,0.6,2.2,4,4.89783979995091,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,5.14142769491437,-0.243587894963462,FALSE
"209",6,141,5,0,0,1,22156,1,1.7,1.4,4.3,4.94875989037817,"Leopoldstadt","1-15% offer","Apartment",0,0,0,0,5.0222129513871,-0.0734530610089354,FALSE
"210",122,79,3,4,290,0,22157,1,0.9,1.9,3.7,4.36944785246702,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,4.45745124910804,-0.0880033966410201,FALSE
"211",250,138,4,4,1023,0,22158,0,0.5,2.3,4,4.92725368515721,"Leopoldstadt","0% no offer","Hotel",0,0,0,0,4.85787292546585,0.0693807596913567,FALSE
"212",603,113,4,4.5,1516,1,22159,1,1,1.8,4.5,4.72738781871234,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,4.76095027623717,-0.0335624575248294,FALSE
"213",25,171,3,0,0,1,22160,1,1.5,1.3,3.5,5.14166355650266,"Leopoldstadt","15-50% offer","Apartment",0,0,0,0,4.94620017681705,0.195463379685613,FALSE
"214",52,56,2,4,1666,0,22161,1,1.5,1.4,3.5,4.02535169073515,"Leopoldstadt","1-15% offer","Hotel",0,0,0,0,4.15279519544962,-0.127443504714466,FALSE
"215",152,84,3,4,1249,0,22162,1,1.5,1.4,3.9,4.43081679884331,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,4.4024057814213,0.0284110174220142,FALSE
"216",293,72,2,4.5,302,0,22163,1,1.1,2,4,4.27666611901606,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,4.26381731232811,0.0128488066879457,FALSE
"217",1,587,5,5,7,1,22164,1,0.7,2.2,1,6.3750248198281,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,5.93780162260517,0.437223197222929,FALSE
"218",84,68,3,4,129,1,22165,1,0.9,2.1,4,4.21950770517611,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,4.1698642073462,0.0496434978299112,FALSE
"219",208,102,3.5,4,281,0,22166,1,1.5,1.4,3.9,4.62497281328427,"Leopoldstadt","50%-75% offer","Hotel",0,0,0,0,4.23272197905651,0.392250834227757,FALSE
"220",29,96,3,3.5,7,1,22167,1,1.5,1.4,3.4,4.56434819146784,"Leopoldstadt","15-50% offer","Apartment",0,0,0,0,4.8117595691078,-0.247411377639967,FALSE
"221",57,81,1,3.5,141,0,22168,0,0.9,1.9,3.7,4.39444915467244,"Leopoldstadt","0% no offer","Hotel",0,0,0,0,4.29593898923014,0.0985101654422964,FALSE
"222",267,82,3,4,727,0,22169,1,1.6,1.7,4.1,4.40671924726425,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,4.41736389371277,-0.0106446464485215,FALSE
"223",275,66,3,4,407,1,22170,1,1.1,1.7,4,4.18965474202643,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,4.37691913618958,-0.187264394163158,FALSE
"224",23,87,3,4,51,1,22171,1,0.8,2.2,3.9,4.46590811865458,"Leopoldstadt","15-50% offer","Apartment",0,0,0,0,4.70438407289393,-0.23847595423935,FALSE
"225",0,364,4,0,0,1,22173,0,0.6,2.3,0,5.89715386763674,"Leopoldstadt","0% no offer","Apartment",0,0,0,0,5.45276607643273,0.444387791204009,FALSE
"226",240,240,5,4.5,2098,0,22175,1,0.4,2.4,4.5,5.48063892334199,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,5.40935524802441,0.0712836753175781,FALSE
"227",374,113,3,4.5,1686,0,22176,1,0.8,2.1,4.5,4.72738781871234,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,4.80833689473122,-0.0809490760188831,FALSE
"228",468,106,3,4.5,1449,1,22177,1,1,1.9,4.5,4.66343909411207,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,4.57619980756009,0.0872392865519807,FALSE
"229",422,89,3,4,1580,0,22179,1,1.6,1.2,4.1,4.48863636973214,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,4.41399449180707,0.0746418779250728,FALSE
"230",307,61,2,4,1027,0,22180,1,0.9,2.2,4,4.11087386417331,"Leopoldstadt","50%-75% offer","Hotel",0,0,0,0,4.25643186942296,-0.14555800524965,FALSE
"231",2,92,3.5,0,0,1,22181,0,0.8,2.3,4.5,4.52178857704904,"Leopoldstadt","0% no offer","Apartment",0,0,0,0,4.90132270926699,-0.379534132217949,FALSE
"232",527,106,4,4,739,1,22182,1,0.8,2,4.1,4.66343909411207,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,4.5733648781672,0.0900742159448695,FALSE
"233",637,100,4,4,584,1,22183,1,0.8,2,4,4.60517018598809,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,4.45280044568215,0.152369740305939,FALSE
"234",461,75,3,4,827,0,22184,1,0.7,2.2,4.1,4.31748811353631,"Leopoldstadt","15-50% offer","Hotel",0,0,0,0,4.52066217195189,-0.203174058415577,FALSE
"235",3,84,3,4,92,1,22185,0,0.8,2.2,2.2,4.43081679884331,"Leopoldstadt","0% no offer","Hotel",0,0,0,0,4.47089012501323,-0.04007332616992,FALSE
"236",104,151,4,4.5,1272,0,22187,0,0.5,2.3,4.6,5.01727983681492,"Leopoldstadt","0% no offer","Hotel",0,0,0,0,5.37789985403193,-0.360620017217006,FALSE
"237",90,87,3,3.5,314,0,22188,0,0.9,1.9,3.5,4.46590811865458,"Leopoldstadt","0% no offer","Hotel",0,0,0,0,4.31566783157382,0.150240287080762,FALSE
"238",75,117,4,4.5,836,1,22189,0,0.5,2.3,4.4,4.76217393479776,"Leopoldstadt","0% no offer","Hotel",0,0,0,0,5.45633172580335,-0.694157791005598,TRUE
"239",139,120,4,4,807,0,22190,1,1.9,1.9,4.5,4.78749174278205,"Leopoldstadt","50%-75% offer","Hotel",0,0,0,0,4.83504870271597,-0.0475569599339272,FALSE
"240",0,132,3.5,0,0,1,22191,0,0.8,2.1,0,4.88280192258637,"Leopoldstadt","0% no offer","Apartment",0,0,0,0,4.95077061813417,-0.067968695547802,FALSE
"241",41,68,2.5,4,85,0,22192,0,0.9,1.9,3.9,4.21950770517611,"Leopoldstadt","0% no offer","Hotel",0,0,0,0,4.3375426439689,-0.118034938792792,FALSE
"242",122,383,3,4,382,1,22193,0,1.9,4.7,4,5.94803498918065,"Margareten","0% no offer","Hotel",0,0,0,0,5.114572416784,0.833462572396644,FALSE
"243",6,160,4,0,0,1,22194,1,1.6,4.4,4.3,5.07517381523383,"Margareten","1-15% offer","Apartment",0,0,0,0,4.9996587125724,0.0755151026614289,FALSE
"244",0,135,2,0,0,1,22195,0,2,4.8,0,4.90527477843843,"Margareten","0% no offer","Apartment",0,0,0,0,4.77134238204883,0.133932396389598,FALSE
"245",137,111,4.5,4.5,659,0,22196,1,2,4.8,4.5,4.70953020131233,"Margareten","15-50% offer","Hotel",0,0,0,0,4.64165374334253,0.0678764579698017,FALSE
"246",144,174,4,4.5,1650,0,22198,0,1.5,4.3,4.3,5.15905529921453,"Margareten","0% no offer","Hotel",0,0,0,0,5.0818538230728,0.0772014761417328,FALSE
"247",80,63,3,3.5,335,0,22199,1,2,4.7,3.5,4.14313472639153,"Margareten","15-50% offer","Hotel",0,0,0,0,4.16027475918036,-0.0171400327888254,FALSE
"248",11,73,3,0,0,1,22200,0,1.4,4.2,4.3,4.29045944114839,"Margareten","0% no offer","Apartment",0,0,0,0,4.66535606657806,-0.374896625429666,FALSE
"249",58,100,3.5,4.5,15,0,22201,0,1.5,4.3,4.5,4.60517018598809,"Margareten","0% no offer","Hotel",0,0,0,0,4.70101897471235,-0.0958487887242585,FALSE
"250",0,162,3.5,0,0,1,22202,0,1.7,4.4,0,5.08759633523238,"Margareten","0% no offer","Apartment",0,0,0,0,4.87969845182292,0.207897883409462,FALSE
"251",303,86,4,3.5,1708,0,22203,1,1.4,4.2,3.9,4.45434729625351,"Margareten","1-15% offer","Hotel",0,0,0,0,4.55427647271809,-0.0999291764645864,FALSE
"252",0,103,3,0,0,1,22204,0,1.9,4.7,0,4.63472898822964,"Margareten","0% no offer","Other",0,0,0,0,4.6934406781173,-0.0587116898876667,FALSE
"253",82,67,3,4,909,0,22205,1,1.8,4.5,4,4.20469261939097,"Margareten","15-50% offer","Hotel",0,0,0,0,4.13744106017447,0.0672515592164915,FALSE
"254",248,129,4,4,372,0,22206,1,1.3,4.1,4.1,4.85981240436167,"Margareten","1-15% offer","Hotel",0,0,0,0,4.8630249505216,-0.0032125461599275,FALSE
"255",151,80,3,4,161,1,22208,1,1.9,4.6,4.1,4.38202663467388,"Margareten","50%-75% offer","Apartment",0,0,0,0,4.35936145819382,0.0226651764800563,FALSE
"256",7,131,2,0,0,1,22209,1,1.9,4.7,3.2,4.87519732320115,"Margareten","15-50% offer","Apartment",0,0,0,0,4.82422806461085,0.0509692585903041,FALSE
"257",2,150,3.5,0,0,1,22210,1,1.6,4.3,5,5.01063529409626,"Margareten","1-15% offer","Apartment",0,0,0,0,5.04532311272361,-0.0346878186273578,FALSE
"258",3,159,3,0,0,1,22211,1,1.1,3.9,4.6,5.06890420222023,"Mariahilf","15-50% offer","Apartment",0,0,0,0,4.73841115263308,0.330493049587155,FALSE
"259",85,86,3,4,383,1,22212,0,1.3,4.1,4,4.45434729625351,"Mariahilf","0% no offer","Hotel",0,0,0,0,4.67012932425678,-0.215782028003276,FALSE
"260",3,96,2,0,0,1,22213,0,0.9,3.6,3.7,4.56434819146784,"Mariahilf","0% no offer","Hotel",0,0,0,0,4.7487716280292,-0.184423436561367,FALSE
"261",258,131,4,4,682,0,22214,1,0.7,3.4,4.1,4.87519732320115,"Mariahilf","1-15% offer","Hotel",0,0,0,0,5.03765135396759,-0.162454030766442,FALSE
"262",13,103,4,0,0,1,22215,1,2,4.7,4.1,4.63472898822964,"Mariahilf","15-50% offer","Apartment",0,0,0,0,4.71224170342713,-0.0775127151974901,FALSE
"263",95,85,2,4,618,0,22217,1,1,3.8,4,4.44265125649032,"Mariahilf","15-50% offer","Hotel",0,0,0,0,4.48137096272661,-0.0387197062362912,FALSE
"264",44,80,3,3.5,170,0,22218,0,1.4,4.2,3.9,4.38202663467388,"Mariahilf","0% no offer","Hotel",0,0,0,0,4.25810326090969,0.123923373764193,FALSE
"265",125,93,4,4,410,1,22219,1,1.1,3.9,4,4.53259949315326,"Mariahilf","15-50% offer","Hotel",0,0,0,0,4.67585547725953,-0.143255984106274,FALSE
"266",5,81,3.5,0,0,1,22221,1,1.8,4.6,4.5,4.39444915467244,"Mariahilf","15-50% offer","Apartment",0,0,0,0,4.54671653123996,-0.152267376567522,FALSE
"267",161,77,3,4,2102,0,22222,1,1.9,4.6,4,4.34380542185368,"Mariahilf","1-15% offer","Hotel",0,0,0,0,4.46914773516757,-0.125342313313888,FALSE
"268",210,140,4,5,1495,1,22223,1,0.8,3.6,4.8,4.9416424226093,"Mariahilf","15-50% offer","Hotel",0,0,0,0,4.99229939855802,-0.0506569759487201,FALSE
"269",264,99,4,4,1228,1,22224,1,1,3.8,4,4.59511985013459,"Mariahilf","15-50% offer","Hotel",0,0,0,0,4.8317376083561,-0.236617758221513,FALSE
"270",49,75,4,4,151,1,22225,0,1.1,3.9,4.1,4.31748811353631,"Mariahilf","0% no offer","Other",0,0,0,0,4.47005914432848,-0.152571030792171,FALSE
"271",162,105,4,4.5,716,0,22226,1,1.4,4.1,4.4,4.65396035015752,"Mariahilf","15-50% offer","Hotel",0,0,0,0,4.63606182383979,0.0178985263177331,FALSE
"272",581,100,3.5,4.5,1414,0,22227,1,1.7,4.4,4.5,4.60517018598809,"Mariahilf","15-50% offer","Hotel",0,0,0,0,4.57281303834745,0.032357147640643,FALSE
"273",55,89,3,4,67,1,22228,1,1,3.8,3.7,4.48863636973214,"Mariahilf","15-50% offer","Other",0,0,0,0,4.41923308993901,0.0694032797931277,FALSE
"274",39,82,3,3.5,78,0,22229,1,1.1,3.9,3.9,4.40671924726425,"Mariahilf","15-50% offer","Hotel",0,0,0,0,4.35259856234103,0.0541206849232205,FALSE
"275",484,82,4,4,1150,0,22230,0,1.8,4.5,3.9,4.40671924726425,"Mariahilf","0% no offer","Hotel",0,0,0,0,4.50632758779568,-0.0996083405314314,FALSE
"276",0,88,3,0,0,1,22231,1,1.8,4.5,0,4.47733681447821,"Mariahilf","15-50% offer","Apartment",0,0,0,0,4.85235373834756,-0.375016923869352,FALSE
"277",0,150,3,0,0,1,22233,0,1.6,4.4,0,5.01063529409626,"Mariahilf","0% no offer","Apartment",0,0,0,0,4.90454140859087,0.106093885505385,FALSE
"278",10,134,2,0,0,1,22234,1,1.6,4.4,3.7,4.89783979995091,"Mariahilf","1-15% offer","Apartment",0,0,0,0,4.8853610958744,0.0124787040765062,FALSE
"279",45,87,4,4,290,0,22235,1,1.9,4.7,3.5,4.46590811865458,"Mariahilf","15-50% offer","Hotel",0,0,0,0,4.43257991858907,0.0333282000655108,FALSE
"280",98,100,4,3.5,372,0,22236,1,1.6,4.3,3.7,4.60517018598809,"Mariahilf","15-50% offer","Hotel",0,0,0,0,4.65990292504758,-0.0547327390594878,FALSE
"281",239,84,4,4,561,0,22237,1,1.6,4.3,4.3,4.43081679884331,"Mariahilf","15-50% offer","Hotel",0,0,0,0,4.6345699099538,-0.203753111110489,FALSE
"282",170,52,2,4,112,1,22238,1,0.9,3.7,3.7,3.95124371858143,"Mariahilf","15-50% offer","Hotel",0,0,0,0,4.01285380114351,-0.0616100825620864,FALSE
"283",100,98,4,4,650,1,22239,1,0.8,3.5,3.7,4.58496747867057,"Neubau","15-50% offer","Hotel",0,0,0,0,4.65088898516073,-0.0659215064901568,FALSE
"284",310,333,5,5,1523,0,22240,1,0.7,3.4,4.9,5.80814248998044,"Neubau","1-15% offer","Hotel",0,0,0,0,5.49315395802692,0.314988531953526,FALSE
"285",305,99,3,4,1171,0,22241,0,1.8,4.4,4.1,4.59511985013459,"Neubau","0% no offer","Hotel",0,0,0,0,4.53887713700296,0.0562427131316348,FALSE
"286",105,77,3,4,98,1,22243,1,1.5,4.1,4,4.34380542185368,"Neubau","15-50% offer","Other",0,0,0,0,4.29204439000553,0.0517610318481534,FALSE
"287",6,160,3.5,0,0,1,22244,1,1.6,4.3,4.6,5.07517381523383,"Neubau","1-15% offer","Apartment",0,0,0,0,4.92419971042527,0.150974104808562,FALSE
"288",1,160,3.5,0,0,1,22245,1,1.6,4.3,5,5.07517381523383,"Neubau","1-15% offer","Apartment",0,0,0,0,5.14575596605365,-0.0705821508198241,FALSE
"289",141,76,3,3.5,265,0,22246,1,1.6,4.2,3.5,4.33073334028633,"Neubau","1-15% offer","Hotel",0,0,0,0,4.26812295571543,0.0626103845709043,FALSE
"290",14,89,3,4,36,1,22247,1,1.6,4.1,4.4,4.48863636973214,"Neubau","15-50% offer","Other",0,0,0,0,4.6650390702078,-0.176402700475657,FALSE
"291",6,113,3,0,0,1,22248,0,0.8,3.6,3.7,4.72738781871234,"Neubau","0% no offer","Hotel",0,0,0,0,4.71680449989516,0.0105833188171855,FALSE
"292",328,110,4,4.5,2436,0,22249,1,0.9,3.6,4.4,4.70048036579242,"Neubau","15-50% offer","Hotel",0,0,0,0,4.92641102365558,-0.225930657863162,FALSE
"293",123,184,4,4.5,2431,0,22250,1,1,3.7,4.6,5.21493575760899,"Neubau","50%-75% offer","Hotel",0,0,0,0,5.16409762709258,0.0508381305164072,FALSE
"294",181,33,2,3.5,308,0,22251,1,1.7,4.2,3.2,3.49650756146648,"Neubau","50%-75% offer","Hotel",0,0,0,0,3.91545055468732,-0.418942993220843,FALSE
"295",77,1012,3,4,364,1,22252,1,1,3.8,4.3,6.91968384984741,"Neubau","1-15% offer","Hotel",0,0,0,0,5.60508476531643,1.31459908453098,FALSE
"296",308,99,4,4,612,0,22253,1,1.7,4.4,4.1,4.59511985013459,"Neubau","15-50% offer","Hotel",0,0,0,0,4.52566135742839,0.0694584927062003,FALSE
"297",54,122,3,4,143,1,22254,1,0.8,3.5,3.9,4.80402104473326,"Neubau","1-15% offer","Hotel",0,0,0,0,4.68286820539871,0.121152839334545,FALSE
"298",544,122,4,4,978,0,22255,1,1.7,4.3,4.3,4.80402104473326,"Neubau","1-15% offer","Hotel",0,0,0,0,4.62939556161197,0.174625483121284,FALSE
"299",359,105,4,4,816,0,22256,0,1.7,4.3,4,4.65396035015752,"Neubau","0% no offer","Hotel",0,0,0,0,4.49048884147821,0.163471508679312,FALSE
"300",3,98,4,0,0,1,22257,1,1.7,4.2,5,4.58496747867057,"Neubau","15-50% offer","Apartment",0,0,0,0,4.79646884639845,-0.211501367727882,FALSE
"301",0,92,3.5,0,0,1,22258,0,1.4,4.1,0,4.52178857704904,"Neubau","0% no offer","Apartment",0,0,0,0,4.81503873987214,-0.293250162823095,FALSE
"302",98,109,4,4,582,0,22259,1,1.4,4,4,4.69134788222914,"Neubau","15-50% offer","Hotel",0,0,0,0,4.53190290500885,0.15944497722029,FALSE
"303",54,105,3,4.5,412,1,22260,1,1.2,3.9,4.1,4.65396035015752,"Neubau","15-50% offer","Hotel",0,0,0,0,4.71646681286972,-0.0625064627121956,FALSE
"304",22,133,2,0,0,1,22265,1,2,4.4,3.2,4.89034912822175,"Ottakring","15-50% offer","Apartment",0,0,0,0,4.85941968533807,0.0309294428836848,FALSE
"305",4,133,2.5,0,0,1,22266,0,2.3,4.6,4.3,4.89034912822175,"Ottakring","0% no offer","Apartment",0,0,0,0,4.72562848895719,0.164720639264565,FALSE
